,podium
11395,14
11396,18
11397,6
11398,9
11399,20
11400,7
11401,13
11402,19
11403,12
11404,16
11405,22
11406,17
11407,15
11408,2
11409,1
11410,6
11411,7
11412,22
11413,4
11414,14
11415,5
11416,3
11417,12
11418,10
11419,11
11420,8
11421,21
11422,13
11423,15
11424,17
11425,20
11426,19
11427,9
11428,18
11429,16
11430,1
11431,2
11432,3
11433,4
11434,14
11435,7
11436,6
11437,9
11438,13
11439,8
11440,5
11441,10
11442,15
11443,16
11444,17
11445,19
11446,12
11447,11
11448,20
11449,21
11450,18
11451,2
11452,1
11453,5
11454,4
11455,3
11456,6
11457,8
11458,13
11459,18
11460,9
11461,17
11462,12
11463,16
11464,10
11465,14
11466,11
11467,15
11468,1
11469,2
11470,3
11471,10
11472,4
11473,5
11474,9
11475,6
11476,18
11477,7
11478,14
11479,8
11480,16
11481,17
11482,13
11483,12
11484,15
11485,14
11486,1
11487,3
11488,2
11489,20
11490,5
11491,10
11492,9
11493,11
11494,12
11495,7
11496,6
11497,16
11498,15
11499,19
11500,18
11501,17
11502,13
11503,1
11504,2
11505,4
11506,3
11507,12
11508,6
11509,9
11510,14
11511,15
11512,5
11513,13
11514,16
11515,7
11516,10
11517,8
11518,11
11519,17
11520,2
11521,1
11522,3
11523,10
11524,9
11525,7
11526,6
11527,5
11528,19
11529,11
11530,4
11531,16
11532,14
11533,13
11534,8
11535,12
11536,17
11537,18
11538,15
11539,1
11540,2
11541,3
11542,5
11543,6
11544,4
11545,9
11546,7
11547,8
11548,10
11549,18
11550,19
11551,17
11552,13
11553,11
11554,20
11555,14
11556,12
11557,15
11558,16
11559,1
11560,5
11561,3
11562,2
11563,4
11564,10
11565,6
11566,13
11567,19
11568,7
11569,8
11570,12
11571,14
11572,11
11573,18
11574,15
11575,9
11576,16
11577,17
11578,1
11579,2
11580,3
11581,4
11582,9
11583,11
11584,5
11585,10
11586,6
11587,7
11588,8
11589,19
11590,20
11591,16
11592,12
11593,14
11594,15
11595,13
11596,17
11597,18
11598,3
11599,1
11600,2
11601,5
11602,4
11603,6
11604,7
11605,20
11606,18
11607,8
11608,11
11609,15
11610,19
11611,9
11612,12
11613,14
11614,13
11615,17
11616,16
11617,1
11618,2
11619,4
11620,3
11621,10
11622,7
11623,8
11624,9
11625,13
11626,11
11627,12
11628,14
11629,20
11630,16
11631,6
11632,18
11633,17
11634,5
11635,15
11636,2
11637,1
11638,4
11639,3
11640,6
11641,5
11642,8
11643,11
11644,15
11645,7
11646,13
11647,16
11648,9
11649,19
11650,12
11651,14
11652,18
11653,10
11654,20
11655,17
11656,1
11657,2
11658,4
11659,5
11660,8
11661,3
11662,6
11663,14
11664,7
11665,15
11666,9
11667,17
11668,16
11669,18
11670,11
11671,20
11672,10
11673,19
11674,13
11675,12
11676,6
11677,8
11678,1
11679,3
11680,18
11681,13
11682,2
11683,12
11684,4
11685,7
11686,20
11687,17
11688,19
11689,14
11690,9
11691,10
11692,11
11693,15
11694,16
11695,1
11696,2
11697,9
11698,5
11699,18
11700,6
11701,19
11702,12
11703,3
11704,17
11705,20
11706,4
11707,10
11708,11
11709,16
11710,15
11711,14
11712,13
11713,1
11714,5
11715,2
11716,17
11717,3
11718,4
11719,6
11720,19
11721,7
11722,20
11723,9
11724,15
11725,16
11726,14
11727,18
11728,11
11729,13
11730,10
11731,1
11732,2
11733,3
11734,6
11735,18
11736,4
11737,5
11738,8
11739,19
11740,13
11741,20
11742,17
11743,7
11744,9
11745,16
11746,10
11747,11
11748,12
11749,15
11750,14
11751,2
11752,1
11753,5
11754,3
11755,17
11756,4
11757,15
11758,7
11759,10
11760,8
11761,11
11762,6
11763,16
11764,14
11765,20
11766,19
11767,18
11768,18
11769,1
11770,12
11771,2
11772,8
11773,19
11774,3
11775,17
11776,10
11777,15
11778,5
11779,6
11780,9
11781,7
11782,4
11783,14
11784,20
11785,13
11786,11
11787,2
11788,1
11789,10
11790,13
11791,5
11792,14
11793,17
11794,4
11795,11
11796,18
11797,6
11798,8
11799,3
11800,15
11801,9
11802,19
11803,12
11804,16
11805,20
11806,7
11807,1
11808,2
11809,18
11810,4
11811,5
11812,3
11813,6
11814,9
11815,8
11816,7
11817,13
11818,10
11819,11
11820,12
11821,17
11822,15
11823,16
11824,20
11825,19
11826,1
11827,2
11828,3
11829,4
11830,6
11831,7
11832,5
11833,20
11834,9
11835,19
11836,12
11837,16
11838,13
11839,8
11840,10
11841,14
11842,18
11843,17
11844,11
11845,1
11846,2
11847,3
11848,5
11849,6
11850,13
11851,7
11852,8
11853,10
11854,11
11855,16
11856,12
11857,20
11858,15
11859,4
11860,17
11861,14
11862,18
11863,2
11864,1
11865,3
11866,18
11867,10
11868,5
11869,9
11870,4
11871,13
11872,7
11873,21
11874,14
11875,11
11876,12
11877,17
11878,8
11879,15
11880,22
11881,6
11882,20
11883,16
11884,19
11885,3
11886,1
11887,21
11888,2
11889,4
11890,9
11891,8
11892,15
11893,5
11894,6
11895,18
11896,10
11897,19
11898,20
11899,7
11900,13
11901,12
11902,16
11903,22
11904,17
11905,14
11906,1
11907,4
11908,5
11909,2
11910,10
11911,3
11912,11
11913,9
11914,8
11915,6
11916,12
11917,13
11918,19
11919,16
11920,20
11921,17
11922,14
11923,22
11924,21
11925,1
11926,4
11927,3
11928,5
11929,11
11930,9
11931,20
11932,15
11933,19
11934,12
11935,10
11936,21
11937,6
11938,8
11939,17
11940,7
11941,13
11942,16
11943,18
11944,22
11945,14
11946,21
11947,22
11948,4
11949,1
11950,2
11951,3
11952,5
11953,6
11954,7
11955,19
11956,20
11957,9
11958,10
11959,18
11960,14
11961,11
11962,13
11963,8
11964,12
11965,15
11966,16
11967,17
11968,2
11969,7
11970,1
11971,4
11972,6
11973,8
11974,3
11975,20
11976,5
11977,12
11978,21
11979,11
11980,9
11981,10
11982,13
11983,19
11984,16
11985,22
11986,15
11987,14
11988,1
11989,5
11990,2
11991,7
11992,4
11993,6
11994,3
11995,20
11996,8
11997,11
11998,10
11999,22
12000,13
12001,14
12002,12
12003,21
12004,17
12005,18
12006,19
12007,9
12008,15
12009,1
12010,7
12011,2
12012,4
12013,10
12014,22
12015,3
12016,6
12017,8
12018,5
12019,13
12020,9
12021,19
12022,16
12023,12
12024,18
12025,20
12026,21
12027,11
12028,17
12029,15
12030,1
12031,19
12032,6
12033,3
12034,5
12035,4
12036,9
12037,2
12038,21
12039,20
12040,11
12041,10
12042,7
12043,18
12044,14
12045,15
12046,12
12047,16
12048,13
12049,1
12050,3
12051,2
12052,4
12053,5
12054,14
12055,8
12056,7
12057,13
12058,6
12059,9
12060,11
12061,20
12062,16
12063,10
12064,17
12065,12
12066,18
12067,19
12068,22
12069,15
12070,2
12071,1
12072,3
12073,5
12074,4
12075,8
12076,7
12077,22
12078,10
12079,9
12080,14
12081,16
12082,11
12083,6
12084,13
12085,17
12086,12
12087,18
12088,15
12089,19
12090,21
12091,4
12092,1
12093,2
12094,3
12095,6
12096,5
12097,9
12098,7
12099,10
12100,22
12101,11
12102,8
12103,12
12104,19
12105,14
12106,16
12107,17
12108,15
12109,20
12110,13
12111,21
12112,18
12113,1
12114,11
12115,9
12116,6
12117,2
12118,5
12119,4
12120,8
12121,21
12122,10
12123,13
12124,18
12125,15
12126,20
12127,22
12128,17
12129,16
12130,12
12131,14
12132,19
12133,3
12134,2
12135,1
12136,3
12137,4
12138,6
12139,5
12140,7
12141,8
12142,10
12143,13
12144,9
12145,14
12146,20
12147,12
12148,15
12149,19
12150,11
12151,22
12152,16
12153,21
12154,17
12155,1
12156,2
12157,3
12158,6
12159,4
12160,14
12161,9
12162,21
12163,7
12164,20
12165,12
12166,19
12167,11
12168,17
12169,10
12170,13
12171,8
12172,15
12173,16
12174,22
12175,18
12176,5
12177,18
12178,3
12179,2
12180,1
12181,22
12182,4
12183,6
12184,8
12185,9
12186,13
12187,5
12188,21
12189,19
12190,20
12191,14
12192,11
12193,12
12194,17
12195,10
12196,16
12197,15
12198,7
12199,1
12200,3
12201,2
12202,6
12203,7
12204,4
12205,11
12206,5
12207,8
12208,20
12209,10
12210,9
12211,13
12212,17
12213,16
12214,12
12215,14
12216,15
12217,19
12218,21
12219,22
12220,18
12221,1
12222,2
12223,3
12224,20
12225,19
12226,4
12227,22
12228,16
12229,7
12230,6
12231,8
12232,5
12233,11
12234,21
12235,13
12236,14
12237,10
12238,12
12239,9
12240,17
12241,15
12242,18
12243,1
12244,2
12245,4
12246,3
12247,7
12248,6
12249,5
12250,8
12251,9
12252,16
12253,13
12254,10
12255,12
12256,17
12257,11
12258,22
12259,19
12260,18
12261,15
12262,21
12263,1
12264,2
12265,20
12266,3
12267,5
12268,8
12269,22
12270,7
12271,4
12272,10
12273,11
12274,17
12275,18
12276,13
12277,6
12278,19
12279,16
12280,14
12281,15
12282,21
12283,9
12284,12
12285,1
12286,2
12287,5
12288,6
12289,3
12290,4
12291,7
12292,8
12293,10
12294,9
12295,21
12296,20
12297,12
12298,11
12299,17
12300,14
12301,19
12302,22
12303,16
12304,13
12305,18
12306,15
12307,2
12308,1
12309,3
12310,4
12311,5
12312,20
12313,6
12314,8
12315,9
12316,7
12317,11
12318,14
12319,10
12320,18
12321,12
12322,15
12323,13
12324,19
12325,16
12326,1
12327,2
12328,6
12329,5
12330,4
12331,14
12332,12
12333,9
12334,17
12335,20
12336,7
12337,8
12338,16
12339,15
12340,18
12341,3
12342,10
12343,11
12344,13
12345,3
12346,2
12347,1
12348,5
12349,4
12350,18
12351,9
12352,6
12353,8
12354,13
12355,12
12356,17
12357,11
12358,10
12359,16
12360,20
12361,7
12362,15
12363,19
12364,2
12365,3
12366,1
12367,4
12368,17
12369,9
12370,5
12371,8
12372,6
12373,7
12374,11
12375,12
12376,13
12377,10
12378,20
12379,18
12380,16
12381,15
12382,19
12383,14
12384,1
12385,2
12386,17
12387,20
12388,19
12389,3
12390,12
12391,4
12392,13
12393,5
12394,14
12395,7
12396,6
12397,10
12398,8
12399,11
12400,15
12401,16
12402,9
12403,18
12404,2
12405,1
12406,4
12407,5
12408,3
12409,6
12410,13
12411,8
12412,14
12413,20
12414,10
12415,7
12416,9
12417,12
12418,11
12419,15
12420,19
12421,17
12422,1
12423,4
12424,2
12425,7
12426,18
12427,3
12428,19
12429,5
12430,6
12431,8
12432,17
12433,16
12434,20
12435,10
12436,11
12437,14
12438,9
12439,12
12440,13
12441,5
12442,2
12443,14
12444,4
12445,18
12446,15
12447,6
12448,3
12449,16
12450,1
12451,19
12452,7
12453,17
12454,10
12455,8
12456,13
12457,11
12458,12
12459,9
12460,1
12461,2
12462,5
12463,3
12464,20
12465,6
12466,7
12467,4
12468,8
12469,17
12470,13
12471,19
12472,12
12473,16
12474,11
12475,9
12476,10
12477,15
12478,1
12479,3
12480,7
12481,4
12482,6
12483,9
12484,8
12485,11
12486,2
12487,13
12488,20
12489,15
12490,19
12491,10
12492,16
12493,12
12494,17
12495,14
12496,5
12497,18
12498,1
12499,2
12500,3
12501,4
12502,5
12503,20
12504,6
12505,10
12506,7
12507,12
12508,9
12509,17
12510,8
12511,19
12512,13
12513,11
12514,14
12515,15
12516,18
12517,16
12518,1
12519,2
12520,5
12521,4
12522,19
12523,3
12524,6
12525,17
12526,9
12527,18
12528,7
12529,15
12530,10
12531,11
12532,8
12533,16
12534,20
12535,12
12536,1
12537,7
12538,6
12539,2
12540,5
12541,3
12542,8
12543,12
12544,11
12545,9
12546,18
12547,16
12548,10
12549,13
12550,14
12551,4
12552,20
12553,19
12554,17
12555,15
12556,18
12557,19
12558,2
12559,20
12560,1
12561,3
12562,14
12563,17
12564,7
12565,4
12566,6
12567,5
12568,16
12569,10
12570,9
12571,13
12572,11
12573,8
12574,12
12575,15
12576,2
12577,1
12578,3
12579,5
12580,10
12581,7
12582,16
12583,6
12584,11
12585,9
12586,15
12587,8
12588,19
12589,14
12590,13
12591,12
12592,17
12593,18
12594,1
12595,19
12596,3
12597,2
12598,6
12599,4
12600,7
12601,10
12602,14
12603,5
12604,17
12605,8
12606,9
12607,13
12608,16
12609,18
12610,15
12611,12
12612,20
12613,11
12614,1
12615,2
12616,5
12617,18
12618,3
12619,6
12620,7
12621,17
12622,8
12623,9
12624,10
12625,14
12626,15
12627,19
12628,11
12629,4
12630,16
12631,13
12632,12
12633,4
12634,1
12635,9
12636,2
12637,3
12638,5
12639,19
12640,16
12641,7
12642,11
12643,6
12644,17
12645,14
12646,8
12647,15
12648,20
12649,2
12650,1
12651,3
12652,5
12653,9
12654,8
12655,10
12656,11
12657,7
12658,18
12659,15
12660,19
12661,20
12662,6
12663,14
12664,16
12665,13
12666,12
12667,1
12668,2
12669,3
12670,20
12671,4
12672,5
12673,6
12674,7
12675,8
12676,10
12677,9
12678,19
12679,12
12680,13
12681,18
12682,11
12683,16
12684,14
12685,17
12686,15
12687,2
12688,3
12689,1
12690,6
12691,17
12692,16
12693,7
12694,4
12695,10
12696,5
12697,9
12698,11
12699,14
12700,12
12701,15
12702,19
12703,13
12704,20
12705,18
12706,1
12707,18
12708,2
12709,20
12710,4
12711,5
12712,6
12713,10
12714,3
12715,11
12716,17
12717,16
12718,7
12719,8
12720,13
12721,9
12722,15
12723,12
12724,14
12725,8
12726,3
12727,2
12728,4
12729,5
12730,1
12731,6
12732,12
12733,9
12734,17
12735,10
12736,11
12737,7
12738,13
12739,20
12740,15
12741,18
12742,14
12743,19
12744,16
12745,4
12746,1
12747,14
12748,17
12749,16
12750,2
12751,19
12752,3
12753,5
12754,8
12755,20
12756,7
12757,6
12758,18
12759,13
12760,9
12761,12
12762,11
12763,10
12764,1
12765,2
12766,4
12767,17
12768,3
12769,5
12770,6
12771,8
12772,7
12773,18
12774,15
12775,19
12776,16
12777,10
12778,9
12779,20
12780,13
12781,11
12782,14
12783,1
12784,2
12785,3
12786,4
12787,5
12788,6
12789,20
12790,10
12791,12
12792,7
12793,8
12794,14
12795,16
12796,18
12797,19
12798,11
12799,17
12800,15
12801,13
12802,1
12803,2
12804,3
12805,5
12806,6
12807,4
12808,7
12809,9
12810,8
12811,14
12812,13
12813,19
12814,10
12815,18
12816,16
12817,11
12818,20
12819,17
12820,15
12821,1
12822,7
12823,5
12824,2
12825,4
12826,3
12827,8
12828,10
12829,6
12830,19
12831,9
12832,18
12833,20
12834,13
12835,16
12836,12
12837,15
12838,17
12839,14
12840,19
12841,16
12842,2
12843,1
12844,4
12845,3
12846,18
12847,5
12848,12
12849,20
12850,6
12851,11
12852,8
12853,14
12854,15
12855,7
12856,13
12857,9
12858,17
12859,10
12860,2
12861,1
12862,3
12863,4
12864,15
12865,5
12866,9
12867,16
12868,19
12869,7
12870,6
12871,10
12872,8
12873,13
12874,18
12875,17
12876,11
12877,18
12878,2
12879,3
12880,4
12881,11
12882,6
12883,5
12884,12
12885,15
12886,7
12887,16
12888,19
12889,9
12890,1
12891,8
12892,14
12893,10
12894,17
12895,13
12896,20
12897,1
12898,5
12899,3
12900,2
12901,9
12902,6
12903,19
12904,11
12905,7
12906,10
12907,8
12908,4
12909,12
12910,15
12911,17
12912,18
12913,20
12914,13
12915,14
12916,2
12917,1
12918,6
12919,5
12920,7
12921,17
12922,3
12923,16
12924,8
12925,9
12926,14
12927,18
12928,10
12929,11
12930,19
12931,12
12932,4
12933,20
12934,2
12935,4
12936,1
12937,3
12938,5
12939,20
12940,8
12941,6
12942,14
12943,9
12944,16
12945,10
12946,18
12947,7
12948,11
12949,19
12950,12
12951,15
12952,1
12953,2
12954,3
12955,4
12956,5
12957,6
12958,16
12959,15
12960,20
12961,10
12962,7
12963,8
12964,9
12965,11
12966,13
12967,18
12968,17
12969,12
12970,19
12971,14
12972,2
12973,1
12974,3
12975,4
12976,8
12977,9
12978,7
12979,10
12980,11
12981,13
12982,18
12983,15
12984,16
12985,14
12986,20
12987,1
12988,2
12989,3
12990,5
12991,8
12992,13
12993,11
12994,6
12995,7
12996,18
12997,9
12998,20
12999,10
13000,17
13001,19
13002,16
13003,14
13004,15
13005,12
13006,3
13007,1
13008,5
13009,16
13010,4
13011,19
13012,6
13013,17
13014,15
13015,8
13016,7
13017,20
13018,18
13019,13
13020,14
13021,10
13022,11
13023,2
13024,17
13025,1
13026,4
13027,2
13028,5
13029,3
13030,6
13031,19
13032,7
13033,9
13034,11
13035,20
13036,18
13037,14
13038,8
13039,15
13040,12
13041,16
13042,13
13043,1
13044,6
13045,5
13046,3
13047,2
13048,20
13049,7
13050,8
13051,13
13052,9
13053,4
13054,10
13055,19
13056,16
13057,12
13058,11
13059,17
13060,15
13061,18
13062,14
13063,1
13064,5
13065,2
13066,19
13067,4
13068,3
13069,9
13070,7
13071,17
13072,20
13073,6
13074,18
13075,10
13076,8
13077,11
13078,12
13079,16
13080,14
13081,15
13082,13
13083,2
13084,1
13085,4
13086,3
13087,5
13088,18
13089,6
13090,12
13091,8
13092,13
13093,7
13094,19
13095,14
13096,15
13097,10
13098,9
13099,11
13100,20
13101,16
13102,17
13103,3
13104,5
13105,1
13106,2
13107,4
13108,13
13109,19
13110,7
13111,6
13112,18
13113,20
13114,9
13115,8
13116,10
13117,12
13118,11
13119,17
13120,14
13121,15
13122,16
13123,2
13124,1
13125,3
13126,5
13127,4
13128,6
13129,7
13130,20
13131,19
13132,8
13133,9
13134,14
13135,18
13136,12
13137,16
13138,17
13139,1
13140,2
13141,3
13142,4
13143,6
13144,19
13145,8
13146,7
13147,20
13148,11
13149,13
13150,9
13151,18
13152,14
13153,15
13154,12
13155,2
13156,1
13157,4
13158,3
13159,5
13160,6
13161,10
13162,7
13163,9
13164,20
13165,11
13166,8
13167,12
13168,14
13169,15
13170,19
13171,18
13172,16
13173,17
13174,1
13175,3
13176,4
13177,2
13178,12
13179,9
13180,7
13181,5
13182,6
13183,8
13184,14
13185,11
13186,10
13187,17
13188,20
13189,13
13190,16
13191,19
13192,15
13193,18
13194,2
13195,1
13196,3
13197,6
13198,8
13199,4
13200,7
13201,20
13202,5
13203,10
13204,11
13205,13
13206,19
13207,12
13208,15
13209,9
13210,16
13211,18
13212,1
13213,2
13214,3
13215,4
13216,9
13217,6
13218,5
13219,11
13220,10
13221,16
13222,15
13223,7
13224,8
13225,12
13226,17
13227,20
13228,13
13229,18
13230,14
13231,19
13232,2
13233,1
13234,3
13235,5
13236,6
13237,9
13238,10
13239,7
13240,19
13241,16
13242,12
13243,11
13244,14
13245,13
13246,17
13247,20
13248,15
13249,8
13250,2
13251,1
13252,3
13253,5
13254,4
13255,16
13256,7
13257,11
13258,12
13259,10
13260,18
13261,8
13262,6
13263,19
13264,17
13265,20
13266,9
13267,13
13268,14
13269,15
13270,9
13271,1
13272,15
13273,14
13274,12
13275,7
13276,5
13277,20
13278,16
13279,13
13280,8
13281,19
13282,3
13283,4
13284,6
13285,11
13286,10
13287,18
13288,2
13289,8
13290,1
13291,4
13292,3
13293,6
13294,9
13295,5
13296,20
13297,7
13298,12
13299,10
13300,15
13301,13
13302,16
13303,11
13304,18
13305,17
13306,19
13307,14
13308,1
13309,4
13310,2
13311,3
13312,20
13313,16
13314,6
13315,12
13316,13
13317,14
13318,11
13319,8
13320,9
13321,15
13322,19
13323,10
13324,5
13325,7
13326,1
13327,3
13328,2
13329,13
13330,4
13331,5
13332,20
13333,9
13334,18
13335,19
13336,16
13337,14
13338,17
13339,10
13340,11
13341,7
13342,2
13343,4
13344,1
13345,3
13346,5
13347,6
13348,12
13349,9
13350,7
13351,10
13352,8
13353,18
13354,17
13355,15
13356,19
13357,13
13358,11
13359,20
13360,16
13361,3
13362,1
13363,18
13364,2
13365,6
13366,10
13367,8
13368,20
13369,4
13370,19
13371,7
13372,15
13373,9
13374,11
13375,13
13376,14
13377,17
13378,16
13379,2
13380,6
13381,1
13382,3
13383,18
13384,4
13385,5
13386,11
13387,7
13388,13
13389,14
13390,9
13391,12
13392,10
13393,20
13394,19
13395,8
13396,16
13397,4
13398,2
13399,1
13400,6
13401,5
13402,3
13403,13
13404,20
13405,11
13406,9
13407,7
13408,10
13409,8
13410,19
13411,14
13412,12
13413,15
13414,17
13415,16
13416,18
13417,1
13418,20
13419,3
13420,4
13421,2
13422,5
13423,8
13424,7
13425,6
13426,16
13427,9
13428,18
13429,12
13430,13
13431,15
13432,14
13433,11
13434,17
13435,19
13436,1
13437,17
13438,7
13439,20
13440,14
13441,2
13442,13
13443,4
13444,11
13445,8
13446,6
13447,5
13448,15
13449,18
13450,9
13451,10
13452,19
13453,12
13454,16
13455,1
13456,2
13457,3
13458,5
13459,6
13460,8
13461,11
13462,10
13463,12
13464,7
13465,18
13466,20
13467,9
13468,14
13469,15
13470,16
13471,13
13472,17
13473,19
13474,4
